Day,Group,Folder,Cell_ID,Area,Aspect_Ratio,Length_um,Width_um,C1_Mean,C2_Mean,C3_PI_Mean,Ratio_C1_C2,Status
1,C,C1,C1_00706,1.301,2.460,2.019,0.821,9.104,321.442,2.273,0.028322,living
1,C,C1,C1_00707,2.180,1.787,2.227,1.246,107.682,392.326,2.481,0.274471,living
1,C,C1,C1_00708,1.504,1.792,1.852,1.034,47.292,351.124,2.472,0.134688,living
1,C,C1,C1_00709,1.791,1.988,2.129,1.071,86.075,318.858,2.434,0.269949,living
1,C,C1,C1_00710,2.011,1.977,2.250,1.138,47.647,366.471,2.403,0.130016,living
1,C,C1,C1_00711,1.234,2.187,1.854,0.848,42.945,325.562,2.849,0.131911,living
1,C,C1,C1_00712,2.180,2.280,2.516,1.103,30.822,355.922,2.837,0.086597,living
1,C,C1,C1_00713,3.312,2.729,3.392,1.243,42.791,353.755,2.429,0.120962,living
1,C,C1,C1_00714,1.521,1.961,1.949,0.994,76.733,343.156,2.144,0.223611,living
1,C,C1,C1_00715,1.927,2.210,2.329,1.054,61.044,348.351,2.316,0.175237,living
1,C,C1,C1_00716,2.721,2.904,3.172,1.092,102.882,315.758,2.329,0.325826,living
1,C,C1,C1_00717,2.349,3.370,3.175,0.942,52.388,315.432,2.079,0.166085,living
1,C,C1,C1_00718,2.873,1.896,2.634,1.389,89.706,406.424,2.729,0.220720,living
1,C,C1,C1_00719,1.555,1.997,1.988,0.996,16.674,351.228,2.554,0.047473,living
1,C,C1,C1_00720,2.738,1.896,2.571,1.356,55.796,364.586,2.438,0.153040,living
1,C,C1,C1_00721,2.298,2.280,2.583,1.133,16.449,331.919,2.904,0.049556,living
1,C,C1,C1_00722,1.859,1.861,2.099,1.128,81.964,380.482,2.355,0.215421,living
1,C,C1,C1_00723,2.772,2.983,3.245,1.088,90.360,358.134,2.622,0.252307,living
1,C,C1,C1_00724,1.065,1.752,1.541,0.880,31.587,349.254,2.841,0.090442,living
1,C,C1,C1_00725,1.082,4.444,2.474,0.557,23.328,294.797,3.078,0.079133,living
1,C,C1,C1_00726,2.265,1.874,2.325,1.241,26.597,371.687,2.239,0.071558,living
1,C,C1,C1_00727,1.504,1.619,1.761,1.088,52.135,432.831,2.888,0.120451,living
1,C,C1,C1_00728,1.859,1.943,2.145,1.104,69.400,390.509,2.573,0.177717,living
1,C,C1,C1_00729,1.639,1.706,1.887,1.106,30.144,347.309,2.268,0.086794,living
1,C,C1,C1_00730,2.738,3.256,3.369,1.035,57.920,362.481,2.481,0.159787,living
1,C,C1,C1_00731,2.839,2.280,2.871,1.259,68.637,420.315,2.518,0.163299,living
1,C,C1,C1_00732,1.893,2.535,2.472,0.975,35.009,367.411,2.071,0.095286,living
1,C,C1,C1_00733,2.079,3.198,2.910,0.910,54.545,320.325,2.211,0.170279,living
1,C,C1,C1_00734,1.977,2.442,2.479,1.015,24.915,379.410,2.479,0.065666,living
1,C,C1,C1_00735,1.927,1.924,2.173,1.129,44.684,410.614,2.404,0.108823,living
1,C,C1,C1_00736,2.383,2.279,2.630,1.154,29.709,445.787,2.589,0.066644,living
1,C,C1,C1_00737,1.994,2.807,2.670,0.951,25.941,362.754,2.653,0.071510,living
1,C,C1,C1_00738,2.620,3.690,3.508,0.951,20.813,375.948,2.555,0.055361,living
1,C,C1,C1_00739,0.794,1.708,1.314,0.769,15.553,313.213,2.404,0.049657,living
1,C,C1,C1_00740,1.707,2.280,2.226,0.976,37.347,406.822,3.020,0.091801,living
1,C,C1,C1_00741,1.910,2.280,2.355,1.033,33.850,410.327,2.796,0.082494,living
1,C,C1,C1_00742,2.653,2.280,2.775,1.217,38.446,509.025,2.306,0.075528,living
1,C,C1,C1_00743,1.234,2.353,1.923,0.817,17.877,365.164,2.521,0.048955,living
1,C,C1,C1_00744,1.977,2.280,2.396,1.051,20.427,392.154,2.778,0.052090,living
1,C,C1,C1_00745,2.315,2.280,2.593,1.137,23.657,431.891,2.467,0.054775,living
1,C,C1,C1_00746,1.031,3.636,2.185,0.601,6.525,302.754,2.525,0.021551,living
1,C,C1,C1_00747,1.099,2.555,1.891,0.740,11.969,320.923,2.600,0.037296,living
1,C,C1,C1_00748,0.896,2.321,1.627,0.701,10.925,352.019,2.660,0.031034,living
1,C,C1,C1_00749,1.437,2.280,2.043,0.896,67.224,305.718,2.776,0.219888,living
1,C,C1,C1_00750,1.453,2.363,2.091,0.885,63.012,272.256,2.767,0.231443,living
1,C,C1,C1_00751,1.893,2.280,2.344,1.028,40.000,290.527,2.893,0.137681,living
1,C,C1,C1_00752,1.656,2.200,2.154,0.979,27.520,329.316,2.918,0.083568,living
1,C,C1,C1_00753,1.842,1.768,2.036,1.152,79.367,311.844,2.266,0.254509,living
1,C,C1,C1_00754,1.639,2.168,2.127,0.981,60.495,288.639,2.454,0.209586,living
1,C,C1,C1_00755,1.673,2.245,2.187,0.974,34.051,310.929,2.515,0.109512,living
1,C,C1,C1_00756,1.842,2.280,2.313,1.014,89.275,333.220,2.220,0.267917,living
1,C,C1,C1_00757,2.467,1.836,2.401,1.308,120.404,374.116,2.178,0.321836,living
1,C,C1,C1_00758,1.589,2.326,2.169,0.933,53.851,298.936,2.298,0.180142,living
1,C,C1,C1_00759,2.653,2.954,3.159,1.069,60.159,304.134,2.274,0.197805,living
1,C,C1,C1_00760,1.977,2.280,2.396,1.051,56.171,334.103,3.000,0.168125,living
1,C,C1,C1_00761,2.941,1.411,2.299,1.629,72.391,420.017,2.529,0.172352,living
1,C,C1,C1_00762,2.856,2.280,2.880,1.263,53.858,318.953,2.284,0.168859,living
1,C,C1,C1_00763,2.805,2.280,2.854,1.251,75.464,388.241,2.687,0.194374,living
1,C,C1,C1_00764,2.738,1.710,2.442,1.428,103.815,369.660,2.673,0.280838,living
1,C,C1,C1_00765,1.859,1.666,1.986,1.192,54.318,374.855,2.409,0.144905,living
1,C,C1,C1_00766,2.856,2.280,2.880,1.263,60.183,403.201,2.917,0.149264,living
1,C,C1,C1_00767,1.927,1.670,2.024,1.212,47.526,352.175,2.439,0.134951,living
1,C,C1,C1_00768,1.842,2.280,2.313,1.014,46.661,342.486,3.000,0.136241,living
1,C,C1,C1_00769,1.842,2.229,2.286,1.026,36.092,352.936,2.284,0.102262,living
1,C,C1,C1_00770,2.856,2.280,2.880,1.263,40.479,362.290,2.219,0.111732,living
1,C,C1,C1_00771,2.451,2.280,2.668,1.170,42.414,388.345,2.400,0.109217,living
1,C,C1,C1_00772,2.484,2.490,2.806,1.127,46.789,370.837,2.524,0.126172,living
1,C,C1,C1_00773,2.924,2.662,3.148,1.183,62.942,372.699,2.277,0.168882,living
1,C,C1,C1_00774,2.197,2.112,2.431,1.151,27.908,357.562,2.308,0.078050,living
1,C,C1,C1_00775,2.772,2.248,2.817,1.253,48.238,438.372,2.604,0.110039,living
1,C,C1,C1_00776,2.636,2.632,2.972,1.129,47.417,351.385,2.135,0.134942,living
1,C,C1,C1_00777,2.890,2.280,2.897,1.270,31.982,356.357,2.579,0.089748,living
1,C,C1,C1_00778,2.687,1.931,2.570,1.331,36.503,402.799,2.509,0.090624,living
1,C,C1,C1_00779,2.518,2.186,2.647,1.211,24.121,435.859,2.497,0.055341,living
1,C,C1,C1_00780,3.279,2.340,3.126,1.336,10.046,415.918,2.526,0.024155,living
1,C,C1,C1_00781,2.873,2.717,3.153,1.160,24.582,369.912,2.647,0.066455,living
1,C,C1,C1_00782,2.011,2.280,2.416,1.060,29.605,455.403,2.429,0.065008,living
1,C,C1,C1_00783,1.437,2.280,2.043,0.896,23.529,360.247,2.612,0.065315,living
1,C,C1,C1_00784,2.586,2.652,2.955,1.114,20.340,365.340,2.693,0.055674,living
1,C,C1,C1_00785,2.265,2.162,2.497,1.155,25.560,399.440,2.649,0.063989,living
1,C,C1,C1_00786,2.687,4.525,3.935,0.870,20.648,333.572,2.660,0.061899,living
1,C,C1,C1_00787,1.808,2.020,2.156,1.068,14.935,353.850,1.869,0.042206,living
1,C,C1,C1_00788,1.876,1.914,2.138,1.117,21.748,375.252,2.081,0.057955,living
1,C,C1,C1_00789,3.076,2.980,3.416,1.146,17.813,394.632,2.478,0.045139,living
1,C,C1,C1_00790,1.470,3.363,2.509,0.746,13.287,297.713,2.701,0.044631,living
1,C,C1,C1_00791,1.741,2.330,2.273,0.975,15.612,363.398,2.272,0.042960,living
1,C,C1,C1_00792,2.214,2.054,2.406,1.172,12.695,361.557,2.366,0.035111,living
1,C,C1,C1_00793,1.369,2.317,2.010,0.867,14.198,326.395,2.123,0.043498,living
1,C,C1,C1_00794,2.653,3.383,3.380,0.999,76.930,290.293,2.529,0.265008,living
1,C,C1,C1_00795,3.329,2.256,3.092,1.371,51.228,329.391,2.355,0.155525,living
1,C,C1,C1_00796,1.318,3.199,2.317,0.724,26.923,266.218,1.974,0.101132,living
1,C,C1,C1_00797,1.487,1.818,1.855,1.021,42.057,308.557,2.182,0.136302,living
1,C,C1,C1_00798,1.487,1.721,1.805,1.049,88.875,322.898,2.261,0.275242,living
1,C,C1,C1_00799,1.369,2.269,1.989,0.876,57.654,295.494,2.506,0.195112,living
1,C,C1,C1_00800,2.501,2.280,2.695,1.182,75.419,324.331,2.480,0.232537,living
1,C,C1,C1_00801,1.724,1.566,1.854,1.184,97.010,327.010,2.353,0.296657,living
1,C,C1,C1_00802,2.670,2.280,2.784,1.221,106.310,365.639,2.911,0.290751,living
1,C,C1,C1_00803,2.603,2.520,2.890,1.147,80.370,330.019,2.318,0.243531,living
1,C,C1,C1_00804,1.994,2.280,2.406,1.055,19.000,270.237,2.619,0.070309,living
1,C,C1,C1_00805,2.231,1.974,2.368,1.200,80.682,370.000,2.402,0.218059,living
1,C,C1,C1_00806,2.248,1.873,2.315,1.236,31.256,384.398,2.406,0.081311,living
1,C,C1,C1_00807,1.437,2.131,1.975,0.927,25.729,305.729,2.906,0.084157,living
1,C,C1,C1_00808,2.907,3.234,3.460,1.070,62.988,333.948,2.640,0.188617,living
1,C,C1,C1_00809,2.248,2.280,2.555,1.120,56.489,411.707,3.000,0.137206,living
1,C,C1,C1_00810,2.028,1.670,2.077,1.243,50.725,422.225,2.383,0.120137,living
1,C,C1,C1_00811,2.400,3.205,3.129,0.976,30.859,344.887,2.542,0.089476,living
1,C,C1,C1_00812,1.504,1.858,1.886,1.015,21.910,343.348,2.506,0.063813,living
1,C,C1,C1_00813,2.028,3.525,3.017,0.856,16.942,326.575,2.242,0.051877,living
1,C,C1,C1_00814,1.910,2.280,2.355,1.033,23.018,364.903,2.283,0.063079,living
1,C,C1,C1_00815,1.622,1.682,1.864,1.108,25.656,417.896,2.052,0.061394,living
1,C,C1,C1_00816,2.535,2.185,2.656,1.215,19.060,424.573,2.727,0.044892,living
1,C,C1,C1_00817,1.893,3.167,2.763,0.872,15.268,342.491,2.134,0.044579,living
1,C,C1,C1_00818,1.910,2.238,2.333,1.042,19.947,365.841,2.549,0.054523,living
1,C,C1,C1_00819,0.845,2.280,1.566,0.687,14.160,312.380,2.360,0.045329,living
1,C,C1,C1_00820,1.234,2.498,1.981,0.793,12.973,313.699,2.726,0.041354,living
1,C,C1,C1_00821,1.791,2.280,2.280,1.000,16.245,406.179,2.575,0.039995,living
1,C,C1,C1_00822,1.775,1.978,2.114,1.069,16.219,372.324,2.524,0.043562,living
1,C,C1,C1_00823,1.149,1.760,1.605,0.912,10.985,320.103,2.750,0.034318,living
1,C,C1,C1_00824,1.200,2.280,1.867,0.819,12.169,323.465,2.634,0.037621,living
1,C,C1,C1_00825,1.859,2.267,2.316,1.022,68.982,300.045,2.200,0.229905,living
1,C,C1,C1_00826,1.876,2.280,2.334,1.023,94.063,288.919,2.739,0.325569,living
1,C,C1,C1_00827,2.129,2.280,2.486,1.090,60.444,327.040,2.897,0.184823,living
1,C,C1,C1_00828,0.710,1.753,1.259,0.718,62.429,267.738,2.810,0.233170,living
1,C,C1,C1_00829,1.014,1.904,1.568,0.823,35.800,283.967,3.150,0.126071,living
1,C,C1,C1_00830,2.400,2.437,2.729,1.120,66.810,344.556,2.627,0.193901,living
1,C,C1,C1_00831,2.991,1.927,2.709,1.406,111.932,412.062,2.379,0.271639,living
1,C,C1,C1_00832,1.521,2.041,1.988,0.974,103.811,279.611,2.100,0.371270,living
1,C,C1,C1_00833,2.991,2.332,2.980,1.278,114.520,353.226,2.203,0.324211,living
1,C,C1,C1_00834,1.656,2.581,2.333,0.904,43.102,285.255,2.418,0.151100,living
1,C,C1,C1_00835,1.758,1.805,2.010,1.114,98.125,314.529,2.692,0.311975,living
1,C,C1,C1_00836,1.453,2.337,2.079,0.890,52.012,281.360,2.093,0.184858,living
1,C,C1,C1_00837,1.470,1.690,1.779,1.052,38.621,323.368,2.299,0.119433,living
1,C,C1,C1_00838,3.093,2.414,3.083,1.277,41.760,318.885,2.175,0.130955,living
1,C,C1,C1_00839,1.876,1.890,2.125,1.124,93.036,318.405,2.568,0.292194,living
1,C,C1,C1_00840,2.636,2.358,2.813,1.193,53.051,378.032,2.494,0.140335,living
1,C,C1,C1_00841,2.163,2.247,2.488,1.107,80.883,340.305,2.508,0.237678,living
1,C,C1,C1_00842,2.687,2.488,2.918,1.173,53.698,367.421,2.635,0.146149,living
1,C,C1,C1_00843,1.082,2.280,1.772,0.777,41.438,298.938,2.609,0.138616,living
1,C,C1,C1_00844,2.856,2.135,2.786,1.305,65.716,374.402,2.538,0.175522,living
1,C,C1,C1_00845,2.653,2.068,2.643,1.278,33.096,422.898,2.650,0.078259,living
1,C,C1,C1_00846,1.453,2.081,1.962,0.943,29.384,308.477,2.233,0.095254,living
1,C,C1,C1_00847,2.180,2.033,2.375,1.168,63.574,378.566,2.651,0.167933,living
1,C,C1,C1_00848,2.146,1.816,2.228,1.227,31.701,363.756,2.252,0.087149,living
1,C,C1,C1_00849,2.738,2.280,2.819,1.236,52.006,384.086,2.389,0.135402,living
1,C,C1,C1_00850,2.400,1.990,2.466,1.239,52.310,389.951,2.176,0.134145,living
1,C,C1,C1_00851,2.873,2.313,2.909,1.258,57.635,411.641,2.565,0.140013,living
1,C,C1,C1_00852,3.127,3.898,3.939,1.011,35.595,329.519,2.384,0.108020,living
1,C,C1,C1_00853,2.434,2.072,2.534,1.223,50.375,396.000,2.646,0.127210,living
1,C,C1,C1_00854,2.755,2.545,2.988,1.174,39.988,372.552,2.294,0.107335,living
1,C,C1,C1_00855,2.738,2.022,2.655,1.313,58.093,452.185,2.494,0.128471,living
1,C,C1,C1_00856,2.298,2.678,2.799,1.045,29.221,354.471,2.441,0.082434,living
1,C,C1,C1_00857,1.352,2.280,1.981,0.869,37.575,313.150,2.962,0.119990,living
1,C,C1,C1_00858,1.589,2.344,2.178,0.929,26.723,329.628,1.766,0.081071,living
1,C,C1,C1_00859,2.197,2.280,2.526,1.108,38.962,372.246,2.731,0.104666,living
1,C,C1,C1_00860,2.805,2.348,2.896,1.233,47.054,396.295,2.494,0.118735,living
1,C,C1,C1_00861,1.910,1.953,2.179,1.116,12.726,345.796,2.301,0.036801,living
1,C,C1,C1_00862,2.434,2.603,2.840,1.091,36.493,362.340,2.694,0.100715,living
1,C,C1,C1_00863,1.707,1.729,1.939,1.121,36.693,410.871,2.426,0.089306,living
1,C,C1,C1_00864,0.946,2.280,1.657,0.727,26.518,300.357,3.054,0.088288,living
1,C,C1,C1_00865,2.721,2.877,3.157,1.097,27.261,366.466,2.050,0.074389,living
1,C,C1,C1_00866,2.282,2.691,2.796,1.039,28.852,341.630,2.822,0.084454,living
1,C,C1,C1_00867,2.231,3.491,3.149,0.902,19.773,315.311,2.356,0.062709,living
1,C,C1,C1_00868,0.896,1.840,1.449,0.787,17.396,312.491,2.679,0.055670,living
1,C,C1,C1_00869,1.842,1.766,2.035,1.152,25.651,373.927,2.679,0.068600,living
1,C,C1,C1_00870,2.349,1.941,2.409,1.241,29.273,419.655,2.899,0.069756,living
1,C,C1,C1_00871,2.315,2.309,2.609,1.130,28.752,383.620,2.380,0.074949,living
1,C,C1,C1_00872,1.268,1.775,1.693,0.954,19.320,340.027,2.200,0.056819,living
1,C,C1,C1_00873,2.890,2.606,3.097,1.188,24.421,408.123,2.561,0.059838,living
1,C,C1,C1_00874,1.538,1.666,1.806,1.084,28.132,380.110,2.516,0.074010,living
1,C,C1,C1_00875,1.014,1.812,1.530,0.844,18.567,321.717,2.333,0.057711,living
1,C,C1,C1_00876,1.927,2.914,2.674,0.918,23.518,320.544,2.307,0.073368,living
1,C,C1,C1_00877,2.738,2.280,2.819,1.236,16.963,342.475,2.556,0.049530,living
1,C,C1,C1_00878,1.217,1.927,1.728,0.897,15.944,343.625,2.139,0.046401,living
1,C,C1,C1_00879,2.636,2.280,2.766,1.213,19.314,361.917,2.314,0.053366,living
1,C,C1,C1_00880,0.930,1.649,1.397,0.847,13.764,314.036,2.345,0.043828,living
1,C,C1,C1_00881,1.031,2.280,1.730,0.759,12.525,275.016,2.869,0.045541,living
1,C,C1,C1_00882,1.775,3.368,2.759,0.819,15.943,316.771,2.305,0.050329,living
1,C,C1,C1_00883,2.045,2.183,2.384,1.092,19.471,390.669,2.421,0.049840,living
1,C,C1,C1_00884,2.079,2.994,2.815,0.940,13.561,335.943,2.626,0.040367,living
1,C,C1,C1_00885,1.115,2.378,1.837,0.773,10.773,295.697,2.515,0.036432,living
1,C,C1,C1_00886,1.234,1.990,1.768,0.889,11.973,299.479,2.548,0.039978,living
1,C,C1,C1_00887,2.417,1.417,2.088,1.474,15.350,393.483,2.867,0.039010,living
1,C,C1,C1_00888,1.031,1.465,1.387,0.947,15.393,348.738,2.738,0.044140,living
1,C,C1,C1_00889,1.538,2.941,2.400,0.816,10.934,303.989,2.000,0.035969,living
1,C,C1,C1_00890,1.200,3.168,2.200,0.694,9.296,290.423,2.451,0.032008,living
1,C,C1,C1_00891,1.555,2.203,2.088,0.948,11.120,322.185,2.043,0.034513,living
1,C,C1,C1_00892,2.772,2.679,3.075,1.148,10.354,324.299,2.335,0.031926,living
1,C,C1,C1_00893,0.930,2.280,1.643,0.721,74.709,189.000,2.673,0.395286,living
1,C,C1,C1_00894,1.014,2.280,1.716,0.752,48.767,218.483,2.633,0.223205,living
1,C,C1,C1_00895,2.451,2.528,2.809,1.111,47.172,248.090,2.524,0.190143,living
1,C,C1,C1_00896,1.335,2.504,2.063,0.824,57.304,212.595,2.557,0.269545,living
1,C,C1,C1_00897,2.349,1.888,2.376,1.259,28.604,274.971,2.640,0.104027,living
1,C,C1,C1_00898,1.944,3.091,2.766,0.895,24.991,238.443,2.391,0.104810,living
1,C,C1,C1_00899,1.639,1.986,2.036,1.025,87.680,189.907,2.371,0.461701,living
1,C,C1,C1_00900,2.552,4.140,3.668,0.886,38.907,241.364,2.305,0.161197,living
1,C,C1,C1_00901,1.791,1.733,1.988,1.147,79.302,274.585,2.321,0.288806,living
1,C,C1,C1_00902,2.079,2.280,2.457,1.077,50.699,293.959,2.602,0.172470,living
1,C,C1,C1_00903,2.670,2.033,2.629,1.293,54.544,325.253,2.544,0.167698,living
1,C,C1,C1_00904,1.251,2.429,1.967,0.810,60.486,214.568,2.500,0.281899,living
1,C,C1,C1_00905,1.944,2.713,2.591,0.955,53.565,217.052,1.826,0.246785,living
1,C,C1,C1_00906,1.268,1.612,1.613,1.001,81.507,239.387,2.613,0.340481,living
1,C,C1,C1_00907,2.434,3.031,3.065,1.011,42.306,249.826,2.736,0.169340,living
1,C,C1,C1_00908,0.930,2.604,1.756,0.674,26.836,219.691,2.800,0.122155,living
1,C,C1,C1_00909,1.014,2.696,1.866,0.692,72.567,182.167,2.567,0.398353,living
1,C,C1,C1_00910,2.113,2.280,2.477,1.086,54.560,251.040,2.728,0.217336,living
1,C,C1,C1_00911,1.994,4.134,3.240,0.784,63.331,199.161,2.669,0.317986,living
1,C,C1,C1_00912,2.569,2.280,2.731,1.198,33.691,228.671,3.059,0.147333,living
1,C,C1,C1_00913,3.228,2.280,3.061,1.343,57.979,322.906,2.649,0.179554,living
1,C,C1,C1_00914,2.704,1.409,2.202,1.563,42.663,218.544,2.531,0.195213,living
1,C,C1,C1_00915,2.366,2.280,2.621,1.149,45.857,312.936,2.700,0.146539,living
1,C,C1,C1_00916,1.572,1.518,1.743,1.148,39.882,320.677,2.344,0.124367,living
1,C,C1,C1_00917,2.535,2.280,2.713,1.190,54.460,392.953,2.513,0.138592,living
1,C,C1,C1_00918,0.761,1.929,1.367,0.709,27.933,220.289,2.156,0.126803,living
1,C,C1,C1_00919,0.693,1.822,1.268,0.696,45.488,216.439,2.415,0.210165,living
1,C,C1,C1_00920,2.738,2.280,2.819,1.236,27.167,289.784,2.580,0.093748,living
1,C,C1,C1_00921,1.656,2.248,2.177,0.968,22.520,274.010,2.724,0.082188,living
1,C,C1,C1_00922,1.234,2.280,1.893,0.830,29.315,260.479,2.740,0.112543,living
1,C,C1,C1_00923,2.113,2.268,2.470,1.089,28.560,320.088,2.680,0.089225,living
1,C,C1,C1_00924,3.346,2.597,3.326,1.281,27.894,276.419,2.333,0.100912,living
1,C,C1,C1_00925,0.946,2.229,1.639,0.735,23.661,244.893,2.393,0.096617,living
1,C,C1,C1_00926,0.744,2.280,1.470,0.645,25.114,203.523,2.955,0.123395,living
1,C,C1,C1_00927,1.791,2.280,2.280,1.000,20.349,265.774,2.698,0.076565,living
1,C,C1,C1_00928,1.453,2.348,2.084,0.888,31.267,243.326,2.698,0.128500,living
1,C,C1,C1_00929,1.420,2.280,2.030,0.890,23.155,295.833,2.881,0.078270,living
1,C,C1,C1_00930,1.031,1.795,1.535,0.855,19.377,257.098,2.066,0.075368,living
1,C,C1,C1_00931,0.811,2.024,1.446,0.714,6.896,251.271,2.646,0.027444,living
1,C,C1,C1_00932,2.231,2.280,2.545,1.116,18.045,277.409,3.045,0.065050,living
1,C,C1,C1_00933,1.724,2.435,2.312,0.949,17.039,271.304,2.706,0.062805,living
1,C,C1,C1_00934,1.217,2.028,1.773,0.874,12.972,268.639,2.347,0.048289,living
1,C,C1,C1_00935,1.014,2.514,1.802,0.717,8.767,274.183,2.783,0.031974,living
1,C,C1,C1_00936,1.977,1.810,2.135,1.179,86.385,325.812,2.350,0.265136,living
1,C,C1,C1_00937,1.470,1.969,1.920,0.975,63.805,293.816,2.241,0.217158,living
1,C,C1,C1_00938,1.707,2.360,2.265,0.960,64.970,278.327,2.653,0.233432,living
1,C,C1,C1_00939,1.487,2.011,1.951,0.970,43.977,292.216,2.034,0.150496,living
1,C,C1,C1_00940,2.062,1.668,2.093,1.255,74.025,279.680,2.361,0.264676,living
1,C,C1,C1_00941,1.251,1.835,1.710,0.932,59.162,282.581,2.203,0.209363,living
1,C,C1,C1_00942,1.437,2.602,2.182,0.839,68.459,252.565,2.341,0.271055,living
1,C,C1,C1_00943,2.011,2.165,2.354,1.088,82.513,278.639,2.101,0.296128,living
1,C,C1,C1_00944,1.589,1.727,1.869,1.082,88.021,279.809,2.351,0.314577,living
1,C,C1,C1_00945,1.369,1.641,1.691,1.031,65.704,293.753,2.049,0.223670,living
1,C,C1,C1_00946,2.653,2.484,2.897,1.166,95.745,311.796,2.834,0.307076,living
1,C,C1,C1_00947,2.400,1.486,2.131,1.434,84.056,223.606,2.754,0.375913,living
1,C,C1,C1_00948,2.113,2.218,2.443,1.101,70.464,319.672,2.256,0.220426,living
1,C,C1,C1_00949,2.670,1.977,2.592,1.311,103.652,366.646,2.456,0.282703,living
1,C,C1,C1_00950,2.265,2.122,2.474,1.166,52.604,325.075,2.246,0.161823,living
1,C,C1,C1_00951,1.318,3.437,2.402,0.699,25.500,269.526,2.205,0.094611,living
1,C,C1,C1_00952,2.113,1.840,2.225,1.209,36.120,364.712,2.472,0.099037,living
1,C,C1,C1_00953,1.944,1.820,2.122,1.166,83.330,326.426,2.304,0.255281,living
1,C,C1,C1_00954,2.772,2.810,3.149,1.121,34.524,328.774,2.104,0.105009,living
1,C,C1,C1_00955,2.028,1.913,2.223,1.162,63.658,327.767,2.958,0.194218,living
1,C,C1,C1_00956,3.177,2.740,3.329,1.215,55.495,366.489,2.277,0.151422,living
1,C,C1,C1_00957,2.721,2.788,3.108,1.115,27.938,330.702,2.472,0.084481,living
1,C,C1,C1_00958,2.096,2.503,2.585,1.033,18.339,304.556,2.411,0.060214,living
1,C,C1,C1_00959,0.946,1.926,1.523,0.791,17.732,299.929,2.036,0.059121,living
1,C,C1,C1_00960,1.994,2.771,2.652,0.957,33.169,289.907,2.797,0.114414,living
1,C,C1,C1_00961,2.096,2.053,2.341,1.140,26.556,361.121,2.653,0.073539,living
1,C,C1,C1_00962,2.721,2.280,2.811,1.233,32.969,455.416,2.801,0.072393,living
1,C,C1,C1_00963,1.386,2.119,1.934,0.913,13.585,302.768,2.037,0.044871,living
1,C,C1,C1_00964,2.265,2.088,2.454,1.175,21.739,374.567,2.761,0.058037,living
1,C,C1,C1_00965,1.082,1.776,1.564,0.881,16.672,319.125,3.062,0.052242,living
1,C,C1,C1_00966,2.518,2.434,2.793,1.148,23.349,354.879,2.523,0.065794,living
1,C,C1,C1_00967,1.859,2.228,2.296,1.031,17.009,343.364,2.645,0.049537,living
1,C,C1,C1_00968,2.096,2.374,2.517,1.060,16.105,352.274,2.250,0.045717,living
1,C,C1,C1_00969,1.132,2.083,1.733,0.832,15.224,300.433,3.015,0.050673,living
1,C,C1,C1_00970,2.349,2.481,2.724,1.098,14.719,340.043,2.432,0.043287,living
1,C,C1,C1_00971,1.944,3.195,2.812,0.880,9.965,300.965,2.243,0.033111,living
1,C,C1,C1_00972,1.842,2.353,2.349,0.998,34.881,312.220,2.165,0.111718,living
1,C,C1,C1_00973,1.656,1.751,1.921,1.097,96.204,327.194,2.306,0.294028,living
1,C,C1,C1_00974,0.963,1.508,1.360,0.902,49.614,293.228,2.386,0.169199,living
1,C,C1,C1_00975,1.369,1.732,1.738,1.003,36.012,330.494,1.901,0.108965,living
1,C,C1,C1_00976,1.555,2.123,2.050,0.966,77.587,291.511,2.315,0.266155,living
1,C,C1,C1_00977,2.383,3.000,3.017,1.006,93.993,248.844,2.340,0.377718,living
1,C,C1,C1_00978,1.504,2.106,2.008,0.954,44.090,297.551,2.685,0.148176,living
1,C,C1,C1_00979,2.467,2.293,2.684,1.170,97.829,300.514,2.178,0.325538,living
1,C,C1,C1_00980,1.504,2.280,2.090,0.916,46.281,289.169,2.640,0.160048,living
1,C,C1,C1_00981,2.569,1.971,2.539,1.288,103.000,407.625,2.559,0.252683,living
1,C,C1,C1_00982,3.262,2.821,3.423,1.213,78.658,342.580,2.456,0.229605,living
1,C,C1,C1_00983,2.890,2.072,2.761,1.333,70.556,355.988,2.474,0.198196,living
1,C,C1,C1_00984,2.332,2.447,2.695,1.102,30.471,361.268,2.174,0.084345,living
1,C,C1,C1_00985,1.842,1.799,2.054,1.142,64.743,355.128,2.321,0.182309,living
1,C,C1,C1_00986,1.521,1.926,1.931,1.003,41.478,342.344,2.411,0.121158,living
1,C,C1,C1_00987,2.535,2.223,2.679,1.205,23.633,357.073,2.047,0.066186,living
1,C,C1,C1_00988,3.110,1.998,2.813,1.408,39.114,414.473,2.636,0.094371,living
1,C,C1,C1_00989,2.214,1.610,2.130,1.323,49.137,433.550,2.412,0.113337,living
1,C,C1,C1_00990,2.772,3.550,3.540,0.997,45.805,338.951,2.250,0.135137,living
1,C,C1,C1_00991,3.211,2.014,2.869,1.425,28.674,376.547,2.584,0.076149,living
1,C,C1,C1_00992,2.890,2.303,2.911,1.264,10.889,426.211,2.380,0.025548,living
1,C,C1,C1_00993,1.487,2.185,2.034,0.931,20.886,322.886,2.239,0.064686,living
1,C,C1,C1_00994,1.910,2.079,2.249,1.082,19.372,383.938,2.106,0.050455,living
1,C,C1,C1_00995,1.859,1.944,2.145,1.103,27.627,374.882,2.455,0.073696,living
