Day,Group,Folder,Cell_ID,Area,Aspect_Ratio,Length_um,Width_um,C1_Mean,C2_Mean,C3_PI_Mean,Ratio_C1_C2,Status
2,D,D2,D2_01292,3.296,1.695,2.667,1.573,128.949,676.169,2.272,0.190705,living
2,D,D2,D2_01293,2.535,2.112,2.611,1.236,100.747,733.020,2.400,0.137441,living
2,D,D2,D2_01294,3.262,2.504,3.225,1.288,156.394,753.389,2.482,0.207587,living
2,D,D2,D2_01295,1.927,1.418,1.865,1.315,67.939,654.868,2.439,0.103744,living
2,D,D2,D2_01296,2.062,2.314,2.465,1.065,33.115,676.631,2.672,0.048941,living
2,D,D2,D2_01297,2.636,2.218,2.728,1.230,54.712,703.872,2.378,0.077729,living
2,D,D2,D2_01298,2.383,3.043,3.039,0.999,27.993,663.681,2.390,0.042178,living
2,D,D2,D2_01299,2.467,1.404,2.100,1.496,18.685,548.226,2.479,0.034083,living
2,D,D2,D2_01300,1.639,1.723,1.896,1.101,107.041,665.454,2.485,0.160855,living
2,D,D2,D2_01301,2.738,2.534,2.972,1.173,2.759,622.228,2.500,0.004434,living
2,D,D2,D2_01302,2.620,2.009,2.589,1.289,31.594,648.845,2.452,0.048692,living
2,D,D2,D2_01303,2.670,1.748,2.438,1.395,82.209,681.734,2.139,0.120588,living
2,D,D2,D2_01304,2.552,1.998,2.548,1.275,96.311,713.252,2.371,0.135031,living
2,D,D2,D2_01305,2.231,1.945,2.351,1.208,80.250,652.667,2.598,0.122957,living
2,D,D2,D2_01306,1.707,1.896,2.030,1.071,18.307,595.109,1.941,0.030762,living
2,D,D2,D2_01307,1.487,1.639,1.762,1.075,81.080,632.011,2.693,0.128288,living
2,D,D2,D2_01308,2.045,1.702,2.105,1.237,97.273,779.702,2.628,0.124756,living
2,D,D2,D2_01309,1.589,1.752,1.883,1.075,32.106,616.287,2.447,0.052096,living
2,D,D2,D2_01310,1.690,2.787,2.449,0.879,50.770,558.200,2.500,0.090953,living
2,D,D2,D2_01311,2.180,1.789,2.228,1.246,32.853,750.628,2.543,0.043767,living
2,D,D2,D2_01312,2.603,2.501,2.879,1.151,62.039,726.487,2.558,0.085396,living
2,D,D2,D2_01313,2.434,1.944,2.455,1.263,2.486,650.972,2.792,0.003819,living
2,D,D2,D2_01314,2.974,2.181,2.874,1.318,51.460,723.216,3.108,0.071155,living
2,D,D2,D2_01315,2.451,1.897,2.433,1.283,12.359,518.214,2.103,0.023848,living
2,D,D2,D2_01316,2.873,3.580,3.619,1.011,9.065,613.824,2.529,0.014768,living
2,D,D2,D2_01317,2.383,2.273,2.626,1.155,39.071,697.312,2.475,0.056031,living
2,D,D2,D2_01318,2.687,3.383,3.402,1.006,39.377,622.635,2.434,0.063243,living
2,D,D2,D2_01319,2.586,1.535,2.248,1.465,2.621,650.026,2.523,0.004032,living
2,D,D2,D2_01320,2.772,3.033,3.272,1.079,21.640,644.244,2.457,0.033590,living
2,D,D2,D2_01321,2.298,2.084,2.469,1.185,30.184,717.588,2.669,0.042063,living
2,D,D2,D2_01322,2.011,1.970,2.246,1.140,17.798,692.496,2.647,0.025702,living
2,D,D2,D2_01323,2.704,2.205,2.755,1.250,25.919,800.300,2.250,0.032386,living
2,D,D2,D2_01324,2.400,2.420,2.719,1.124,17.056,639.803,2.824,0.026659,living
2,D,D2,D2_01325,2.417,2.702,2.884,1.067,25.664,658.231,2.671,0.038990,living
2,D,D2,D2_01326,1.775,3.024,2.614,0.864,17.276,622.105,2.476,0.027771,living
2,D,D2,D2_01327,1.606,3.437,2.651,0.771,7.379,558.158,2.800,0.013220,living
2,D,D2,D2_01328,0.828,2.531,1.633,0.645,9.224,487.408,2.531,0.018926,living
2,D,D2,D2_01329,2.974,2.921,3.326,1.139,3.335,662.182,2.625,0.005037,living
2,D,D2,D2_01330,1.555,2.161,2.068,0.957,9.315,653.533,2.728,0.014254,living
2,D,D2,D2_01331,1.927,2.552,2.502,0.981,50.342,677.333,2.553,0.074324,living
2,D,D2,D2_01332,0.963,2.181,1.635,0.750,48.982,515.158,3.211,0.095082,living
2,D,D2,D2_01333,2.282,1.952,2.382,1.220,90.904,824.170,2.578,0.110297,living
2,D,D2,D2_01334,2.586,2.420,2.823,1.166,86.131,812.745,2.431,0.105975,living
2,D,D2,D2_01335,0.879,4.227,2.175,0.515,3.058,546.865,2.788,0.005591,living
2,D,D2,D2_01336,1.758,2.290,2.264,0.989,67.558,735.740,2.702,0.091823,living
2,D,D2,D2_01337,2.670,1.746,2.436,1.395,76.684,774.829,2.842,0.098968,living
2,D,D2,D2_01338,1.724,2.127,2.161,1.016,91.745,691.029,2.676,0.132766,living
2,D,D2,D2_01339,2.011,1.826,2.162,1.184,72.916,637.244,2.420,0.114424,living
2,D,D2,D2_01340,1.453,1.734,1.791,1.033,133.593,747.651,2.942,0.178684,living
2,D,D2,D2_01341,2.332,2.397,2.668,1.113,111.152,708.043,2.362,0.156985,living
2,D,D2,D2_01342,2.028,2.345,2.461,1.049,109.750,703.275,2.317,0.156056,living
2,D,D2,D2_01343,1.876,1.851,2.103,1.136,92.595,755.261,2.541,0.122599,living
2,D,D2,D2_01344,3.194,2.067,2.899,1.403,65.778,769.884,2.550,0.085439,living
2,D,D2,D2_01345,2.484,1.904,2.454,1.289,126.694,873.558,2.313,0.145032,living
2,D,D2,D2_01346,2.129,1.794,2.205,1.229,82.230,850.643,2.524,0.096668,living
2,D,D2,D2_01347,1.504,1.683,1.795,1.067,74.865,803.910,2.798,0.093126,living
2,D,D2,D2_01348,2.451,2.432,2.755,1.133,90.545,774.393,2.414,0.116924,living
2,D,D2,D2_01349,2.467,3.085,3.113,1.009,68.048,720.363,2.753,0.094463,living
2,D,D2,D2_01350,2.045,2.150,2.366,1.100,73.992,800.496,2.364,0.092432,living
2,D,D2,D2_01351,1.606,1.804,1.921,1.065,46.474,803.042,2.474,0.057872,living
2,D,D2,D2_01352,0.946,1.987,1.547,0.779,18.786,663.071,1.696,0.028331,living
2,D,D2,D2_01353,1.268,2.347,1.947,0.829,29.347,660.987,2.320,0.044398,living
2,D,D2,D2_01354,2.113,2.694,2.692,0.999,2.464,604.352,2.104,0.004077,living
2,D,D2,D2_01355,1.944,2.181,2.324,1.065,76.696,651.635,2.209,0.117697,living
2,D,D2,D2_01356,1.842,2.181,2.262,1.037,55.459,600.211,2.862,0.092399,living
2,D,D2,D2_01357,2.501,2.460,2.799,1.138,126.791,737.243,2.466,0.171979,living
2,D,D2,D2_01358,1.994,2.181,2.353,1.079,67.576,515.814,2.636,0.131009,living
2,D,D2,D2_01359,2.586,2.181,2.680,1.229,30.706,687.771,2.654,0.044645,living
2,D,D2,D2_01360,1.487,2.181,2.032,0.932,27.000,523.636,2.068,0.051563,living
2,D,D2,D2_01361,1.808,1.720,1.990,1.157,21.626,626.673,2.430,0.034509,living
2,D,D2,D2_01362,1.859,2.205,2.285,1.036,34.545,625.900,2.127,0.055193,living
2,D,D2,D2_01363,1.369,2.010,1.872,0.931,34.519,662.679,2.407,0.052089,living
2,D,D2,D2_01364,0.963,2.181,1.635,0.750,19.140,589.579,3.368,0.032464,living
2,D,D2,D2_01365,1.572,1.618,1.800,1.112,118.215,745.516,2.968,0.158568,living
2,D,D2,D2_01366,1.859,1.766,2.045,1.158,112.827,744.345,2.573,0.151579,living
2,D,D2,D2_01367,0.997,2.181,1.664,0.763,96.627,546.288,55.271,0.176879,dead
2,D,D2,D2_01368,1.521,1.890,1.913,1.012,29.711,714.267,2.278,0.041597,living
2,D,D2,D2_01369,3.228,1.717,2.656,1.547,86.461,718.796,2.335,0.120286,living
2,D,D2,D2_01370,2.197,1.829,2.262,1.237,35.592,814.731,2.585,0.043686,living
2,D,D2,D2_01371,2.467,2.181,2.617,1.200,139.884,793.432,2.726,0.176302,living
2,D,D2,D2_01372,1.234,1.579,1.575,0.998,94.247,653.616,2.644,0.144192,living
2,D,D2,D2_01373,2.113,1.617,2.086,1.290,150.952,732.224,2.640,0.206155,living
2,D,D2,D2_01374,3.143,3.017,3.475,1.152,24.199,712.484,2.360,0.033964,living
2,D,D2,D2_01375,1.690,1.770,1.952,1.103,121.590,707.300,2.590,0.171907,living
2,D,D2,D2_01376,2.789,2.672,3.080,1.153,116.788,710.533,2.327,0.164367,living
2,D,D2,D2_01377,2.974,1.567,2.436,1.555,76.989,718.892,2.131,0.107093,living
2,D,D2,D2_01378,3.076,2.242,2.963,1.322,23.681,588.692,2.429,0.040227,living
2,D,D2,D2_01379,1.437,1.655,1.740,1.051,105.412,697.400,2.718,0.151150,living
2,D,D2,D2_01380,1.825,1.908,2.106,1.104,90.352,740.815,3.019,0.121963,living
2,D,D2,D2_01381,1.994,2.046,2.279,1.114,8.915,771.695,2.525,0.011553,living
2,D,D2,D2_01382,1.572,2.039,2.020,0.991,55.989,692.742,2.172,0.080823,living
2,D,D2,D2_01383,2.518,2.541,2.854,1.123,92.262,729.946,2.711,0.126395,living
2,D,D2,D2_01384,1.707,1.824,1.991,1.092,89.475,706.238,2.584,0.126693,living
2,D,D2,D2_01385,1.420,1.911,1.859,0.973,44.024,673.952,2.357,0.065322,living
2,D,D2,D2_01386,1.859,1.891,2.116,1.119,38.373,775.909,2.400,0.049455,living
2,D,D2,D2_01387,1.572,2.171,2.085,0.960,14.570,673.473,2.634,0.021634,living
2,D,D2,D2_01388,1.876,1.863,2.109,1.132,41.090,783.081,2.279,0.052472,living
2,D,D2,D2_01389,2.332,2.346,2.639,1.125,78.000,817.551,2.275,0.095407,living
2,D,D2,D2_01390,1.589,2.489,2.244,0.902,23.872,645.702,2.340,0.036971,living
2,D,D2,D2_01391,3.296,2.971,3.531,1.188,71.046,793.462,2.313,0.089540,living
2,D,D2,D2_01392,2.180,1.451,2.007,1.383,12.853,756.791,2.674,0.016983,living
2,D,D2,D2_01393,2.248,1.975,2.378,1.204,15.586,762.173,2.346,0.020450,living
2,D,D2,D2_01394,2.755,3.606,3.557,0.986,28.393,690.595,2.847,0.041113,living
2,D,D2,D2_01395,2.180,3.411,3.077,0.902,35.194,652.628,2.504,0.053926,living
2,D,D2,D2_01396,1.386,3.096,2.337,0.755,12.695,638.866,2.573,0.019871,living
2,D,D2,D2_01397,1.403,3.210,2.395,0.746,9.783,636.373,2.024,0.015373,living
2,D,D2,D2_01398,2.535,2.181,2.653,1.216,52.480,495.987,2.713,0.105809,living
2,D,D2,D2_01399,1.791,2.434,2.356,0.968,47.075,603.151,2.340,0.078049,living
2,D,D2,D2_01400,2.231,3.483,3.145,0.903,59.765,588.083,2.394,0.101627,living
2,D,D2,D2_01401,1.639,3.209,2.588,0.806,20.856,549.268,2.454,0.037970,living
2,D,D2,D2_01402,1.825,1.559,1.903,1.221,42.435,705.435,2.222,0.060155,living
2,D,D2,D2_01403,1.166,1.983,1.716,0.865,32.029,594.275,2.406,0.053896,living
2,D,D2,D2_01404,1.707,2.230,2.202,0.987,66.257,653.574,2.713,0.101377,living
2,D,D2,D2_01405,2.603,1.677,2.358,1.406,37.890,606.701,2.987,0.062452,living
2,D,D2,D2_01406,1.791,3.894,2.980,0.765,66.594,543.792,2.491,0.122463,living
2,D,D2,D2_01407,1.707,2.181,2.177,0.998,19.713,569.911,2.911,0.034589,living
2,D,D2,D2_01408,1.606,2.293,2.165,0.944,26.842,589.211,2.505,0.045556,living
2,D,D2,D2_01409,1.944,1.615,1.999,1.238,92.070,654.835,2.461,0.140600,living
2,D,D2,D2_01410,3.245,1.177,2.205,1.874,94.635,711.083,2.568,0.133086,living
2,D,D2,D2_01411,2.653,2.181,2.714,1.244,57.885,608.089,2.675,0.095192,living
2,D,D2,D2_01412,1.251,1.971,1.772,0.899,26.095,553.351,2.473,0.047157,living
2,D,D2,D2_01413,1.690,2.184,2.168,0.993,90.610,601.750,2.810,0.150577,living
2,D,D2,D2_01414,2.467,2.181,2.617,1.200,114.582,695.315,2.301,0.164792,living
2,D,D2,D2_01415,2.315,1.645,2.202,1.339,108.956,802.650,2.438,0.135746,living
2,D,D2,D2_01416,2.400,2.240,2.616,1.168,125.063,667.324,2.627,0.187410,living
2,D,D2,D2_01417,2.822,2.181,2.799,1.283,89.186,635.814,2.683,0.140270,living
2,D,D2,D2_01418,2.518,2.381,2.763,1.160,134.530,713.584,2.242,0.188528,living
2,D,D2,D2_01419,3.380,1.751,2.745,1.568,52.375,826.155,2.455,0.063396,living
2,D,D2,D2_01420,2.873,2.228,2.855,1.281,127.571,745.618,2.329,0.171094,living
2,D,D2,D2_01421,1.589,2.045,2.034,0.995,83.202,632.617,2.404,0.131521,living
2,D,D2,D2_01422,2.400,2.181,2.582,1.184,61.338,636.296,2.704,0.096399,living
2,D,D2,D2_01423,1.487,1.707,1.798,1.053,77.966,682.261,2.659,0.114276,living
2,D,D2,D2_01424,1.842,1.809,2.060,1.139,30.358,575.817,2.257,0.052721,living
2,D,D2,D2_01425,2.011,2.181,2.363,1.083,68.966,674.319,2.857,0.102276,living
2,D,D2,D2_01426,1.386,2.181,1.962,0.899,34.415,569.110,2.963,0.060471,living
2,D,D2,D2_01427,2.467,2.302,2.689,1.168,53.329,747.904,2.356,0.071304,living
2,D,D2,D2_01428,1.741,2.407,2.310,0.960,10.981,658.689,2.641,0.016670,living
2,D,D2,D2_01429,2.265,2.063,2.439,1.182,42.254,782.448,2.425,0.054002,living
2,D,D2,D2_01430,1.639,2.181,2.133,0.978,24.330,575.897,2.753,0.042247,living
2,D,D2,D2_01431,1.403,1.909,1.847,0.967,32.012,657.410,2.578,0.048694,living
2,D,D2,D2_01432,1.538,2.181,2.067,0.948,32.505,691.956,2.725,0.046976,living
2,D,D2,D2_01433,2.569,2.858,3.058,1.070,32.382,689.993,2.592,0.046930,living
2,D,D2,D2_01434,1.572,2.838,2.383,0.840,15.065,611.968,2.032,0.024617,living
2,D,D2,D2_01435,1.859,2.181,2.272,1.042,2.182,648.609,2.645,0.003364,living
2,D,D2,D2_01436,0.811,2.326,1.550,0.666,13.479,580.104,2.729,0.023236,living
2,D,D2,D2_01437,2.535,1.718,2.355,1.371,81.447,705.560,2.633,0.115435,living
2,D,D2,D2_01438,0.811,1.799,1.363,0.758,49.208,557.104,3.312,0.088329,living
2,D,D2,D2_01439,2.248,3.084,2.971,0.963,78.835,555.917,2.429,0.141810,living
2,D,D2,D2_01440,2.974,2.407,3.019,1.254,60.375,709.460,2.767,0.085100,living
2,D,D2,D2_01441,1.927,1.624,1.996,1.229,8.246,648.096,2.316,0.012723,living
2,D,D2,D2_01442,2.045,2.897,2.746,0.948,2.372,517.744,2.438,0.004581,living
2,D,D2,D2_01443,2.687,2.181,2.732,1.252,43.906,669.987,2.723,0.065532,living
2,D,D2,D2_01444,3.008,1.936,2.723,1.407,99.983,943.455,2.376,0.105976,living
2,D,D2,D2_01445,2.011,2.788,2.672,0.958,60.807,535.613,2.084,0.113527,living
2,D,D2,D2_01446,2.890,2.039,2.739,1.343,95.409,697.193,2.480,0.136848,living
2,D,D2,D2_01447,1.775,1.818,2.027,1.115,64.752,719.952,2.210,0.089940,living
2,D,D2,D2_01448,1.538,1.630,1.787,1.096,60.264,654.319,2.330,0.092102,living
2,D,D2,D2_01449,1.707,2.089,2.131,1.020,91.238,605.426,2.733,0.150700,living
2,D,D2,D2_01450,2.011,2.195,2.371,1.080,77.403,659.084,2.689,0.117441,living
2,D,D2,D2_01451,1.994,1.654,2.049,1.239,28.076,766.017,2.398,0.036652,living
2,D,D2,D2_01452,1.893,2.141,2.272,1.061,118.955,614.705,2.527,0.193516,living
2,D,D2,D2_01453,3.194,2.204,2.994,1.358,127.672,907.153,2.519,0.140739,living
2,D,D2,D2_01454,2.434,1.559,2.198,1.410,91.125,741.250,2.319,0.122934,living
2,D,D2,D2_01455,3.025,2.194,2.907,1.325,80.816,852.508,2.469,0.094797,living
2,D,D2,D2_01456,2.096,1.761,2.168,1.231,97.806,680.081,2.395,0.143816,living
2,D,D2,D2_01457,1.707,1.593,1.861,1.168,121.475,766.822,2.604,0.158414,living
2,D,D2,D2_01458,1.589,1.982,2.002,1.010,45.564,503.287,2.691,0.090532,living
2,D,D2,D2_01459,2.890,2.691,3.147,1.169,36.526,650.392,2.292,0.056160,living
2,D,D2,D2_01460,2.974,2.143,2.849,1.329,116.750,724.619,2.438,0.161119,living
2,D,D2,D2_01461,3.279,2.151,2.997,1.393,147.464,902.314,2.459,0.163429,living
2,D,D2,D2_01462,1.994,2.007,2.257,1.125,69.500,709.780,2.653,0.097918,living
2,D,D2,D2_01463,2.231,1.932,2.343,1.213,74.288,754.439,2.197,0.098468,living
2,D,D2,D2_01464,1.758,1.630,1.910,1.172,71.404,766.529,2.096,0.093152,living
2,D,D2,D2_01465,2.248,2.027,2.409,1.188,41.188,810.000,2.805,0.050849,living
2,D,D2,D2_01466,2.028,1.884,2.206,1.171,93.658,743.592,2.400,0.125954,living
2,D,D2,D2_01467,2.163,1.259,1.862,1.479,55.672,717.883,2.305,0.077550,living
2,D,D2,D2_01468,1.910,1.846,2.119,1.148,80.009,773.044,2.336,0.103498,living
2,D,D2,D2_01469,2.298,1.151,1.835,1.594,26.654,596.279,2.779,0.044701,living
2,D,D2,D2_01470,2.349,1.988,2.438,1.227,30.345,706.209,2.698,0.042969,living
2,D,D2,D2_01471,1.893,2.311,2.360,1.021,35.491,667.616,2.196,0.053161,living
2,D,D2,D2_01472,1.825,1.929,2.117,1.098,11.806,720.148,2.667,0.016393,living
2,D,D2,D2_01473,1.775,2.494,2.374,0.952,32.952,665.400,2.105,0.049523,living
2,D,D2,D2_01474,1.859,1.993,2.172,1.090,41.000,739.936,2.636,0.055410,living
2,D,D2,D2_01475,2.890,2.672,3.136,1.174,24.480,702.556,2.398,0.034844,living
2,D,D2,D2_01476,1.825,1.752,2.018,1.152,20.954,710.546,2.380,0.029490,living
2,D,D2,D2_01477,1.200,2.194,1.831,0.835,5.099,631.239,2.254,0.008077,living
2,D,D2,D2_01478,1.673,2.325,2.225,0.957,21.667,666.293,2.808,0.032518,living
2,D,D2,D2_01479,1.775,3.532,2.825,0.800,19.171,595.886,2.390,0.032173,living
2,D,D2,D2_01480,2.451,2.418,2.747,1.136,8.890,607.352,2.483,0.014637,living
2,D,D2,D2_01481,1.960,2.583,2.539,0.983,19.034,669.948,2.379,0.028412,living
2,D,D2,D2_01482,1.115,3.345,2.179,0.651,3.076,527.742,2.788,0.005828,living
2,D,D2,D2_01483,1.065,2.273,1.756,0.772,12.095,583.825,1.889,0.020717,living
2,D,D2,D2_01484,1.403,4.010,2.676,0.667,24.361,562.771,2.651,0.043288,living
2,D,D2,D2_01485,1.403,2.267,2.012,0.888,43.952,562.265,2.398,0.078169,living
2,D,D2,D2_01486,1.639,2.104,2.095,0.996,96.608,647.825,2.546,0.149127,living
2,D,D2,D2_01487,1.403,1.961,1.872,0.954,71.590,643.675,2.373,0.111221,living
2,D,D2,D2_01488,1.470,2.627,2.217,0.844,51.897,631.299,2.322,0.082206,living
2,D,D2,D2_01489,1.268,2.442,1.986,0.813,15.573,579.267,2.520,0.026885,living
2,D,D2,D2_01490,2.113,2.729,2.710,0.993,97.560,652.440,2.176,0.149531,living
2,D,D2,D2_01491,1.825,1.792,2.041,1.139,97.222,715.491,2.398,0.135882,living
2,D,D2,D2_01492,1.622,2.317,2.187,0.944,88.312,626.729,2.396,0.140910,living
2,D,D2,D2_01493,1.775,2.178,2.219,1.019,50.895,608.800,2.333,0.083599,living
2,D,D2,D2_01494,1.555,2.792,2.351,0.842,62.837,595.902,2.728,0.105448,living
2,D,D2,D2_01495,1.268,2.077,1.831,0.882,96.547,636.480,2.293,0.151688,living
2,D,D2,D2_01496,1.470,1.693,1.780,1.051,35.483,623.207,2.356,0.056936,living
2,D,D2,D2_01497,1.268,1.938,1.769,0.913,2.387,556.293,2.147,0.004290,living
2,D,D2,D2_01498,0.761,2.253,1.478,0.656,50.756,595.156,3.089,0.085281,living
2,D,D2,D2_01499,1.437,1.816,1.823,1.004,90.471,696.271,2.471,0.129936,living
2,D,D2,D2_01500,1.065,1.664,1.502,0.903,38.063,714.159,2.302,0.053298,living
2,D,D2,D2_01501,1.115,1.600,1.507,0.942,106.288,651.742,2.424,0.163083,living
2,D,D2,D2_01502,2.045,1.727,2.121,1.228,141.157,819.215,2.488,0.172308,living
2,D,D2,D2_01503,2.636,2.726,3.025,1.110,115.904,682.782,2.481,0.169752,living
2,D,D2,D2_01504,1.589,1.629,1.815,1.114,103.234,789.032,2.638,0.130836,living
2,D,D2,D2_01505,2.028,2.167,2.365,1.092,84.608,755.217,2.142,0.112032,living
2,D,D2,D2_01506,1.859,1.842,2.088,1.134,120.373,742.700,2.164,0.162074,living
2,D,D2,D2_01507,1.149,2.786,2.019,0.725,10.412,556.118,2.456,0.018722,living
2,D,D2,D2_01508,1.606,1.805,1.921,1.064,119.337,669.295,2.495,0.178302,living
2,D,D2,D2_01509,1.808,2.196,2.248,1.024,84.019,714.075,2.075,0.117661,living
2,D,D2,D2_01510,3.228,2.080,2.924,1.406,167.120,953.832,2.581,0.175209,living
2,D,D2,D2_01511,1.200,1.661,1.593,0.959,81.296,680.042,2.324,0.119545,living
2,D,D2,D2_01512,1.876,1.793,2.069,1.154,145.450,731.252,3.027,0.198906,living
2,D,D2,D2_01513,2.805,2.181,2.791,1.280,176.295,1000.193,2.861,0.176261,living
2,D,D2,D2_01514,1.842,1.834,2.074,1.131,89.743,806.670,2.532,0.111251,living
2,D,D2,D2_01515,1.504,1.705,1.807,1.060,85.539,691.045,2.315,0.123783,living
2,D,D2,D2_01516,2.079,2.314,2.475,1.070,112.878,698.732,2.545,0.161547,living
2,D,D2,D2_01517,1.335,1.705,1.702,0.998,117.734,691.468,2.582,0.170267,living
2,D,D2,D2_01518,2.704,2.953,3.189,1.080,132.219,701.469,2.494,0.188488,living
2,D,D2,D2_01519,2.146,2.106,2.399,1.139,137.157,744.882,2.346,0.184133,living
2,D,D2,D2_01520,1.403,3.536,2.513,0.711,61.458,574.807,2.843,0.106919,living
2,D,D2,D2_01521,1.504,1.955,1.935,0.990,78.607,646.865,2.281,0.121520,living
2,D,D2,D2_01522,2.163,2.395,2.568,1.072,87.414,731.836,2.203,0.119445,living
2,D,D2,D2_01523,1.893,2.195,2.300,1.048,85.411,766.446,2.339,0.111437,living
2,D,D2,D2_01524,2.028,2.475,2.528,1.021,119.983,677.683,2.667,0.177049,living
2,D,D2,D2_01525,1.420,1.857,1.832,0.987,96.202,652.929,2.202,0.147340,living
2,D,D2,D2_01526,2.535,3.225,3.226,1.000,8.227,607.420,2.420,0.013544,living
2,D,D2,D2_01527,1.115,1.857,1.624,0.874,41.955,640.106,2.121,0.065543,living
2,D,D2,D2_01528,1.775,2.082,2.169,1.042,77.181,748.657,2.676,0.103093,living
2,D,D2,D2_01529,2.231,1.704,2.200,1.291,136.045,928.705,2.689,0.146489,living
2,D,D2,D2_01530,3.194,3.449,3.745,1.086,114.852,694.381,2.698,0.165402,living
2,D,D2,D2_01531,3.245,1.599,2.570,1.607,45.036,750.578,2.427,0.060002,living
2,D,D2,D2_01532,2.214,2.387,2.594,1.087,123.924,705.802,2.405,0.175579,living
2,D,D2,D2_01533,2.721,2.181,2.749,1.260,98.509,1040.963,2.615,0.094633,living
2,D,D2,D2_01534,2.011,1.561,1.999,1.281,2.714,629.916,2.336,0.004309,living
2,D,D2,D2_01535,3.025,1.092,2.051,1.878,84.760,880.436,2.497,0.096270,living
2,D,D2,D2_01536,2.079,2.508,2.577,1.027,30.593,753.195,2.764,0.040618,living
2,D,D2,D2_01537,2.349,1.830,2.339,1.278,89.331,922.388,2.324,0.096847,living
2,D,D2,D2_01538,1.369,2.179,1.949,0.894,25.235,678.247,2.494,0.037206,living
2,D,D2,D2_01539,1.673,1.899,2.011,1.059,89.788,743.869,2.232,0.120704,living
2,D,D2,D2_01540,0.744,2.181,1.437,0.659,49.977,579.477,55.477,0.086245,dead
2,D,D2,D2_01541,2.451,2.051,2.530,1.234,94.069,897.517,2.517,0.104810,living
2,D,D2,D2_01542,3.059,2.953,3.391,1.148,73.928,795.751,2.354,0.092904,living
2,D,D2,D2_01543,2.028,2.194,2.380,1.085,70.167,717.600,2.542,0.097780,living
2,D,D2,D2_01544,1.791,1.847,2.052,1.111,68.019,769.198,2.925,0.088428,living
2,D,D2,D2_01545,2.467,3.441,3.288,0.955,68.822,632.062,2.541,0.108885,living
2,D,D2,D2_01546,1.606,2.572,2.293,0.892,21.653,636.084,2.337,0.034041,living
2,D,D2,D2_01547,2.603,1.993,2.570,1.290,44.006,758.649,2.662,0.058006,living
2,D,D2,D2_01548,1.859,2.499,2.432,0.973,25.436,692.964,2.300,0.036707,living
2,D,D2,D2_01549,1.639,2.267,2.175,0.959,44.526,694.237,2.278,0.064136,living
2,D,D2,D2_01550,1.606,1.754,1.894,1.080,65.505,778.126,2.674,0.084183,living
2,D,D2,D2_01551,2.552,2.474,2.835,1.146,78.821,745.358,2.258,0.105749,living
2,D,D2,D2_01552,1.301,1.982,1.812,0.914,32.636,596.948,2.104,0.054672,living
2,D,D2,D2_01553,0.980,1.730,1.469,0.849,61.879,666.103,2.293,0.092897,living
2,D,D2,D2_01554,2.636,2.266,2.758,1.217,72.936,841.359,2.712,0.086688,living
2,D,D2,D2_01555,1.048,1.665,1.491,0.895,49.419,712.000,2.242,0.069409,living
2,D,D2,D2_01556,3.160,2.301,3.043,1.322,55.321,953.604,2.513,0.058012,living
2,D,D2,D2_01557,2.974,1.903,2.684,1.411,26.597,662.727,2.443,0.040132,living
2,D,D2,D2_01558,1.775,2.181,2.220,1.018,46.600,739.943,3.248,0.062978,living
2,D,D2,D2_01559,1.115,2.181,1.760,0.807,2.667,658.152,3.015,0.004052,living
2,D,D2,D2_01560,0.997,2.179,1.663,0.763,2.186,556.661,2.695,0.003928,living
2,D,D2,D2_01561,2.129,2.713,2.712,1.000,30.897,722.190,2.778,0.042782,living
2,D,D2,D2_01562,3.346,2.247,3.094,1.377,72.874,1065.278,2.424,0.068408,living
2,D,D2,D2_01563,1.977,2.181,2.343,1.074,10.897,607.000,2.581,0.017953,living
2,D,D2,D2_01564,1.082,1.512,1.443,0.955,17.734,706.016,2.406,0.025119,living
2,D,D2,D2_01565,1.234,2.933,2.147,0.732,26.425,628.247,2.507,0.042061,living
2,D,D2,D2_01566,1.589,2.070,2.046,0.989,18.628,723.787,2.436,0.025736,living
2,D,D2,D2_01567,1.538,1.667,1.807,1.084,30.505,789.000,2.396,0.038663,living
2,D,D2,D2_01568,3.093,1.806,2.667,1.477,24.109,684.678,2.831,0.035213,living
2,D,D2,D2_01569,2.451,2.786,2.949,1.058,26.497,746.221,2.234,0.035508,living
2,D,D2,D2_01570,2.890,2.947,3.293,1.117,25.819,789.807,2.322,0.032690,living
2,D,D2,D2_01571,3.042,3.409,3.634,1.066,24.772,746.967,2.467,0.033164,living
2,D,D2,D2_01572,1.504,3.303,2.515,0.761,20.472,638.876,1.831,0.032044,living
2,D,D2,D2_01573,3.177,2.904,3.427,1.180,34.367,853.702,2.383,0.040256,living
2,D,D2,D2_01574,1.724,2.510,2.347,0.935,18.775,696.765,2.363,0.026945,living
2,D,D2,D2_01575,2.197,1.800,2.244,1.247,3.562,625.769,2.385,0.005691,living
2,D,D2,D2_01576,1.284,2.579,2.053,0.796,18.039,661.237,2.447,0.027281,living
2,D,D2,D2_01577,1.538,2.824,2.352,0.833,8.209,684.352,2.978,0.011995,living
2,D,D2,D2_01578,0.727,1.932,1.337,0.692,14.814,598.930,2.326,0.024734,living
2,D,D2,D2_01579,1.910,2.743,2.583,0.942,19.540,730.522,2.646,0.026748,living
2,D,D2,D2_01580,1.775,1.893,2.068,1.093,13.771,777.590,3.086,0.017710,living
